City_ID,City,Country,Max Temp,Weather Description,Lat,Lng,Hotel Name
298,Locri,IT,70.32,few clouds,38.2414,16.2623,Grand Hotel President
299,Loa Janan,ID,71.92,broken clouds,-0.583,117.095,Ss
300,Chapais,CA,60.53,scattered clouds,49.7834,-74.8492,Hôtel Opémiska
301,Payo,ID,71.35,overcast clouds,-3.7508,103.6372,Mess keban agung
302,Hare Bay,CA,63.75,overcast clouds,48.8499,-54.0148,
303,Roald,NO,55.76,broken clouds,62.5833,6.1333,Flem Cabins
304,Middelburg,ZA,50.05,clear sky,-25.7751,29.4648,Oregon Place Guest House
305,East London,ZA,63.99,overcast clouds,-33.0153,27.9116,Tu Casa
307,Ingraj Bazar,IN,83.19,light rain,25.0,88.15,"Hotel Samrat, Malda"
309,Conceicao Do Araguaia,BR,84.42,broken clouds,-8.2578,-49.2647,Tarumã Tropical Hotel
310,Bengkulu,ID,74.75,broken clouds,-3.8004,102.2655,Grage Hotel Bengkulu
311,Le Port,RE,71.26,few clouds,-20.9373,55.2919,KORBEY D'OR OUEST
312,Cherepanovo,RU,53.4,overcast clouds,54.2222,83.381,"Kirova, 4"
313,Coahuayana,MX,88.2,broken clouds,18.7333,-103.6833,El rranchito michuacan de ocampos
314,Seoul,KR,70.99,overcast clouds,37.5683,126.9778,롯데호텔 서울
316,Elizabeth City,US,87.82,clear sky,36.2946,-76.2511,Hampton Inn Elizabeth City
317,Araguacu,BR,81.36,clear sky,-12.9306,-49.8264,Hotel Tocantins
318,Vadso,NO,41.88,overcast clouds,70.0744,29.7487,Scandic Vadsø
319,Mahajanga,MG,74.43,broken clouds,-15.7167,46.3167,Restaurant Greedy Coco Lodge Majunga
320,Porto Velho,BR,87.85,few clouds,-8.7619,-63.9039,Ecos Hotel Conforto
321,Mandla,IN,74.57,light rain,22.6,80.3833,Bison Resort
322,Orumiyeh,IR,70.27,clear sky,37.5527,45.0761,Urmia Kimia Mah Hotel
323,San Quintin,MX,69.58,clear sky,30.4833,-115.95,Don Eddie's Sport Fishing Center
324,Dalby,AU,48.49,clear sky,-27.1833,151.2667,Kobbers Motor Inn Dalby
325,Ofaqim,IL,73.71,clear sky,31.3141,34.6203,The Negev Experience
326,Vao,NC,74.16,moderate rain,-22.6667,167.4833,Hotel Kou-Bugny
327,Kenai,US,60.03,overcast clouds,60.5544,-151.2583,Aspen Extended Stay Suites
328,Zhangye,CN,67.14,overcast clouds,38.9342,100.4517,Zhangye Lvzhou Holiday Inn
329,Luanda,AO,69.1,overcast clouds,-8.8368,13.2343,EPIC SANA Luanda
330,Novikovo,RU,57.63,few clouds,51.1537,37.8879,
331,Dunedin,NZ,45.81,overcast clouds,-45.8742,170.5036,Scenic Hotel Southern Cross
332,Los Llanos De Aridane,ES,67.75,scattered clouds,28.6585,-17.9182,Valle Aridane
333,Vysokogornyy,RU,53.33,light rain,50.1167,139.15,
334,Sarangani,PH,83.08,overcast clouds,5.4033,125.4636,JVL Inn and Cafeteria
335,Sitka,US,57.09,overcast clouds,57.0531,-135.33,Westmark Sitka
338,Yanam,IN,82.08,overcast clouds,16.7333,82.2167,The Regency Hotel
339,Vestmannaeyjar,IS,50.23,broken clouds,63.4427,-20.2734,Glamping & Camping
340,Colquechaca,BO,40.28,clear sky,-18.6667,-66.0167,
341,Santa Rosa,PH,80.11,few clouds,14.3122,121.1114,Erlyn’s Sta Rosa City Home
342,Korla,CN,75.31,scattered clouds,41.7597,86.1469,Gulisitan Hotel
343,Lac Du Bonnet,CA,74.26,scattered clouds,50.2536,-96.0612,Drifter's Inn
344,Aklavik,CA,67.37,broken clouds,68.2191,-135.0107,Aklavik Inn
345,Broken Hill,AU,48.79,overcast clouds,-31.95,141.4333,Royal Exchange Hotel
346,Kimberley,ZA,51.84,overcast clouds,-28.7323,24.7623,Welgewandel Guesthouse
347,Itarema,BR,78.69,overcast clouds,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
348,Hobyo,SO,78.33,overcast clouds,5.3505,48.5268,Iftin hotel hobyo
349,Ambon,ID,80.24,scattered clouds,-3.6954,128.1814,Swiss-Belhotel Ambon
350,Pingzhuang,CN,68.68,scattered clouds,42.0372,119.2889,Haoke Guest House
351,Xichang,CN,67.35,heavy intensity rain,27.8964,102.2634,Xichang ibis Hotel
352,Nyurba,RU,59.14,overcast clouds,63.2842,118.3319,"Гостиница ""Comfort"""
353,Arsk,RU,54.0,scattered clouds,56.0915,49.8778,Gostinitsa Zapadnyy
354,Tautira,PF,77.45,light rain,-17.7333,-149.15,Pension Oaoa
355,Oltu,TR,58.86,clear sky,40.5498,42.0013,Oltu Öğretmenevi
356,Tramore,IE,57.09,clear sky,52.1624,-7.1524,Majestic Hotel
357,Oyama,JP,72.59,clear sky,36.3,139.8,Toyoko Inn Oyama-eki Higashi-guchi No.1
358,Irbeyskoye,RU,53.1,scattered clouds,55.6428,95.4522,"Gostinitsa ""Agul"""
359,Fevik,NO,53.37,overcast clouds,58.3794,8.6766,Strand Hotel Fevik - by Classic Norway Hotels
360,Hambantota,LK,79.65,overcast clouds,6.1241,81.1185,Bungalow 63
361,Kajaani,FI,53.65,light intensity shower rain,64.2273,27.7285,Original Sokos Hotel Valjus
362,Seminole,US,87.8,scattered clouds,28.7086,-81.2081,The Oviedo Lodge Motel
363,Ponta Delgada,PT,66.51,scattered clouds,37.7333,-25.6667,Vila Nova Hotel
364,Ziro,IN,57.34,overcast clouds,27.6333,93.8333,Ka-ngam homestay
365,Mumias,KE,63.48,overcast clouds,0.3351,34.4864,Mumias Sugar Guesthouse
366,Pincher Creek,CA,69.89,scattered clouds,49.4833,-113.952,BLUE MOUNTAIN MOTEL
367,Quesnel,CA,63.1,few clouds,52.9999,-122.5029,Ramada by Wyndham Quesnel
368,Aketi,CD,68.61,overcast clouds,2.7388,23.7833,
370,Beyneu,KZ,77.13,overcast clouds,45.3167,55.2,NUR
371,Kaduy,RU,48.61,overcast clouds,59.2,37.15,Hotel Oktyabrskaya
372,Emba,KZ,67.41,overcast clouds,48.8264,58.1442,
373,Jaroslaw,PL,64.31,clear sky,50.0162,22.6778,Hotel & Restauracja Coloseum
374,Nemuro,JP,53.82,overcast clouds,43.3236,145.575,Hotel Nemuro Kaiyoutei
375,Novo Aripuana,BR,79.77,overcast clouds,-5.1206,-60.3797,Hotel Ezequiel
376,Antofagasta,CL,60.08,scattered clouds,-23.65,-70.4,"Holiday Inn Express Antofagasta, an IHG Hotel"
378,Quelimane,MZ,62.91,clear sky,-17.8786,36.8883,Hotel Flamingo
379,Cururupu,BR,77.38,broken clouds,-1.8283,-44.8683,POUSADA TRAVÉS'CIA
381,Kurilsk,RU,55.0,scattered clouds,45.2333,147.8833,Hotel Ostrov
382,Qaqortoq,GL,43.88,light rain,60.7167,-46.0333,Siniffik Inn
383,Kraslava,LV,56.71,broken clouds,55.8951,27.168,"""Dārza Māja"""
384,Pochutla,MX,87.82,broken clouds,15.7432,-96.4661,Hotel Posada San Jose
385,Secunda,ZA,43.32,clear sky,-26.55,29.1667,Peermont Walmont Hotel at Graceland
386,Inhambane,MZ,66.97,clear sky,-23.865,35.3833,
387,Smolenka,RU,57.27,light rain,52.1352,113.4974,
388,Yarqa,JO,75.25,clear sky,31.9785,35.6947,
389,Karaton,ID,72.45,overcast clouds,-6.3424,106.1045,
391,Santa Cruz,BO,72.86,scattered clouds,-17.8,-63.1667,
392,Mehamn,NO,42.75,overcast clouds,71.0357,27.8492,
393,Dekar,BW,60.58,clear sky,-21.5333,21.9333,
394,Yulara,AU,58.95,overcast clouds,-25.2406,130.9889,
395,Minuri,PH,73.96,broken clouds,16.535,121.8574,
396,Wagar,SD,85.91,broken clouds,16.1525,36.2032,
397,Balkhash,KZ,72.79,scattered clouds,46.844,74.9804,
398,Alugan,PH,80.1,broken clouds,12.2188,125.4808,
399,Anito,PH,77.38,broken clouds,12.4497,125.2886,
400,Berlevag,NO,42.8,overcast clouds,70.8578,29.0864,
401,Saint-Pierre,RE,70.92,broken clouds,-21.3393,55.4781,
402,Lorengau,PG,79.86,clear sky,-2.0226,147.2712,
403,Mirnyy,RU,57.24,scattered clouds,62.5353,113.9611,
404,Eyl,SO,78.96,overcast clouds,7.9803,49.8164,
405,Sept-Iles,CA,48.2,overcast clouds,50.2001,-66.3821,
406,Diffa,NE,87.55,overcast clouds,13.3154,12.6113,
407,Inirida,CO,80.4,overcast clouds,3.8653,-67.9239,
408,La Asuncion,VE,81.5,few clouds,11.0333,-63.8628,
409,Kupang,ID,77.65,scattered clouds,-10.1667,123.5833,
410,Zakharovo,RU,54.82,overcast clouds,54.366,39.2792,
413,May Pen,JM,82.31,overcast clouds,17.9645,-77.2451,
414,Yar-Sale,RU,62.65,overcast clouds,66.8333,70.8333,
415,Kaka,TM,86.79,clear sky,37.3482,59.6143,
417,Evensk,RU,47.48,overcast clouds,61.95,159.2333,
419,Havre-Saint-Pierre,CA,57.56,overcast clouds,50.2334,-63.5986,
420,Gunnedah,AU,44.76,clear sky,-30.9833,150.25,
421,Porto Novo,BJ,74.8,light rain,6.4965,2.6036,
422,Itamaraca,BR,80.65,few clouds,-7.7478,-34.8256,
423,Guangyuan,CN,70.72,overcast clouds,32.442,105.823,
424,Lalin,ES,59.05,moderate rain,42.7167,-8.1167,
425,Rangapara,IN,73.8,overcast clouds,26.8167,92.65,
426,San Cristobal,VE,77.18,scattered clouds,7.7669,-72.225,
427,Shakawe,BW,58.82,clear sky,-18.3667,21.85,
428,Elban,RU,55.17,moderate rain,50.1018,136.5094,
429,Mingguang,CN,77.92,overcast clouds,32.7802,117.9638,
430,Doka,SD,75.78,overcast clouds,13.5167,35.7667,
431,Atikokan,CA,76.24,broken clouds,48.7555,-91.6216,
432,Hovd,MN,60.82,clear sky,48.0056,91.6419,
433,Santa Maria,BR,44.44,clear sky,-29.6842,-53.8069,
435,Nouakchott,MR,80.53,moderate rain,18.0858,-15.9785,
436,Sibolga,ID,74.12,overcast clouds,1.7427,98.7792,
437,Orotukan,RU,53.56,overcast clouds,62.2667,151.7,
438,Methoni,GR,74.21,clear sky,36.8197,21.7049,
439,Bud,US,80.62,clear sky,39.447,-86.1758,
440,Camana,PE,63.07,scattered clouds,-16.6228,-72.7111,
441,Warud,IN,77.99,light rain,21.4667,78.2667,
442,Sao Gabriel,BR,44.19,clear sky,-30.3364,-54.32,
443,Altamira,BR,78.42,broken clouds,-3.2033,-52.2064,
444,Chardara,KZ,79.84,few clouds,41.2547,67.9692,
445,Manokwari,ID,78.42,overcast clouds,-0.8667,134.0833,
446,Souillac,MU,71.33,few clouds,-20.5167,57.5167,
447,Chicama,PE,63.14,few clouds,-7.8447,-79.1469,
448,Tukan,RU,52.72,scattered clouds,53.8409,57.4552,
449,Zhanaozen,KZ,73.44,clear sky,43.3,52.8,
450,Elat,IL,82.58,clear sky,29.5581,34.9482,
451,Marsh Harbour,BS,80.22,clear sky,26.5412,-77.0636,
452,Tawau,MY,76.28,broken clouds,4.2498,117.8871,
453,Vostok,RU,55.58,overcast clouds,46.4856,135.8833,
454,Bossangoa,CF,67.78,overcast clouds,6.4926,17.4552,
455,General Roca,AR,55.62,scattered clouds,-39.0333,-67.5833,
456,Matara,LK,77.36,overcast clouds,5.9485,80.5353,
457,Mattawa,US,74.26,overcast clouds,46.7379,-119.9028,
458,Cockburn Town,TC,84.16,scattered clouds,21.4612,-71.1419,
459,Trincomalee,LK,79.93,light rain,8.5711,81.2335,
460,Anadyr,RU,46.49,overcast clouds,64.75,177.4833,
461,Tokur,RU,45.37,overcast clouds,53.1333,132.9,
462,Killarney,IE,49.55,few clouds,52.05,-9.5167,
463,Tweed,CA,69.06,clear sky,44.4751,-77.3162,
464,Koraput,IN,75.42,overcast clouds,18.8167,82.7167,
465,Merauke,ID,76.96,overcast clouds,-8.4667,140.3333,
466,Khao Yoi,TH,80.11,overcast clouds,13.2403,99.8243,
467,Cap Malheureux,MU,68.47,few clouds,-19.9842,57.6142,
468,Saldanha,ZA,56.95,few clouds,-33.0117,17.9442,
469,Frunzivka,UA,60.13,clear sky,47.3333,29.75,
470,Ouesso,CG,68.05,scattered clouds,1.6136,16.0517,
471,Takoradi,GH,74.84,overcast clouds,4.8845,-1.7554,
472,Gusau,NG,84.47,overcast clouds,12.1628,6.6614,
473,George,ZA,49.55,scattered clouds,-33.963,22.4617,
474,Araouane,ML,86.97,overcast clouds,18.9048,-3.5265,
475,Miri,MY,75.88,overcast clouds,4.4148,114.0089,
476,San Rafael,AR,56.05,overcast clouds,-34.6177,-68.3301,
477,Zurrieq,MT,72.97,clear sky,35.8311,14.4742,
478,Dolores,AR,48.7,broken clouds,-36.3132,-57.6792,
479,Vila Do Maio,CV,75.99,overcast clouds,15.1333,-23.2167,
480,Asosa,ET,61.21,light rain,10.0667,34.5333,
481,Caravelas,BR,70.72,clear sky,-17.7125,-39.2481,
482,Muscat,OM,87.21,clear sky,23.6139,58.5922,
483,Fasa,IR,84.43,clear sky,28.9383,53.6482,
484,Manzhouli,CN,63.9,overcast clouds,49.6,117.4333,
485,Lowestoft,GB,54.41,light rain,52.4752,1.7516,
486,Jilin,CN,61.11,clear sky,43.0,126.0,
487,Mata,PT,62.92,scattered clouds,40.683,-7.4592,
488,Poum,NC,74.1,moderate rain,-20.2333,164.0167,
489,Salalah,OM,86.09,broken clouds,17.0151,54.0924,
490,Okha,RU,45.43,overcast clouds,53.5739,142.9478,
491,Tabou,CI,77.63,overcast clouds,4.423,-7.3528,
492,Ostrovnoy,RU,40.06,overcast clouds,68.0531,39.5131,
493,High Level,CA,66.31,broken clouds,58.5169,-117.136,
495,Yerkoy,TR,62.49,clear sky,39.6381,34.4672,
496,Itaituba,BR,80.87,overcast clouds,-4.2761,-55.9836,
497,Antalaha,MG,68.0,few clouds,-14.9003,50.2788,
498,Bulawayo,ZW,56.32,clear sky,-20.15,28.5833,
499,Kedrovyy,RU,50.41,overcast clouds,56.1667,91.8167,
500,Libreville,GA,75.76,broken clouds,0.3925,9.4537,
501,Erenhot,CN,75.51,broken clouds,43.6475,111.9767,
502,Grindavik,IS,50.47,scattered clouds,63.8424,-22.4338,
503,Marienburg,PL,66.87,clear sky,54.0359,19.0266,
504,Santiago Del Estero,AR,66.15,broken clouds,-27.7951,-64.2615,
505,Teguldet,RU,51.06,few clouds,57.3064,88.1667,
507,Margate,GB,58.3,overcast clouds,51.3813,1.3862,
508,Magadi,IN,75.45,broken clouds,12.9667,77.2333,
509,Massakory,TD,88.5,overcast clouds,12.996,15.7293,
510,Tecoanapa,MX,85.73,scattered clouds,16.5167,-98.75,
511,Fukue,JP,72.82,scattered clouds,32.6881,128.8419,
512,Praia Da Vitoria,PT,66.76,broken clouds,38.7333,-27.0667,
513,Teguise,ES,68.22,few clouds,29.0605,-13.564,
514,Koshurnikovo,RU,47.75,scattered clouds,54.1667,93.3,
515,Meulaboh,ID,74.77,overcast clouds,4.1363,96.1285,
516,Svetlogorsk,BY,57.94,overcast clouds,52.6333,29.7333,
517,Fort Frances,CA,66.42,clear sky,48.5999,-93.4003,
518,Nikki,BJ,74.79,overcast clouds,9.9401,3.2108,
519,Lodwar,KE,83.1,overcast clouds,3.1191,35.5973,
520,Saint-Leu,RE,70.32,scattered clouds,-21.15,55.2833,
522,Rio Grande,BR,46.51,clear sky,-32.035,-52.0986,
523,Manicore,BR,87.75,clear sky,-5.8092,-61.3003,
524,Port Augusta,AU,54.68,light rain,-32.5,137.7667,
525,Waipawa,NZ,46.53,overcast clouds,-41.4122,175.5153,
526,Tamasopo,MX,80.82,scattered clouds,21.9333,-99.4833,
527,Sovetskiy,RU,60.84,moderate rain,61.3614,63.5842,
528,Natal,BR,80.82,clear sky,-5.795,-35.2094,
529,Raudeberg,NO,48.87,light rain,61.9875,5.1352,
530,Westport,US,66.88,overcast clouds,41.1415,-73.3579,
531,Petropavlovsk-Kamchatskiy,RU,59.59,scattered clouds,53.0452,158.6483,
532,Shingu,JP,69.73,overcast clouds,33.7333,135.9833,
533,Puga,MX,80.67,broken clouds,21.5833,-104.8167,
534,Sabang,ID,82.2,overcast clouds,5.8933,95.3214,
535,Camacha,PT,63.82,scattered clouds,33.0833,-16.3333,
536,Nsanje,MW,61.23,clear sky,-16.92,35.262,
537,Burnie,AU,51.01,scattered clouds,-41.0667,145.9167,
538,Aykhal,RU,54.01,overcast clouds,66.0,111.5,
539,Nyaunglebin,MM,76.06,overcast clouds,17.95,96.7333,
540,Bodmin,GB,53.56,light rain,50.4715,-4.7243,
542,Noumea,NC,73.0,light rain,-22.2763,166.4572,
543,Mayo,US,78.26,clear sky,38.8876,-76.5119,
544,Magistralnyy,RU,56.43,light rain,56.1725,107.4458,
545,Adrar,MR,87.93,few clouds,20.5022,-10.0711,
546,Verin,ES,62.56,overcast clouds,41.9415,-7.4381,
547,Hassleholm,SE,58.35,broken clouds,56.1591,13.7664,
548,Mogadishu,SO,78.84,broken clouds,2.0371,45.3438,
549,Asau,RO,60.28,clear sky,46.4333,26.4,
550,Atasu,KZ,66.25,scattered clouds,48.6814,71.6433,
551,Tucurui,BR,80.2,clear sky,-3.7661,-49.6725,
552,Gummidipundi,IN,84.2,overcast clouds,13.4,80.15,
553,Inongo,CD,70.34,overcast clouds,-1.95,18.2667,
554,La Romana,DO,88.16,scattered clouds,18.4273,-68.9728,
556,Amberley,US,78.22,clear sky,39.2048,-84.428,
557,Shelburne,CA,61.3,clear sky,44.0787,-80.2041,
558,Umm Lajj,SA,86.59,clear sky,25.0213,37.2685,
559,Barcelos,PT,65.84,overcast clouds,41.5388,-8.6151,
560,High Prairie,CA,60.37,overcast clouds,55.4334,-116.4858,
561,San Ramon,US,76.75,clear sky,37.7799,-121.978,
563,Ternate,ID,80.24,overcast clouds,0.8,127.4,
565,Sawakin,SD,85.5,few clouds,19.1059,37.3321,
566,North Bend,US,63.86,clear sky,43.4065,-124.2243,
567,Barbacena,BR,65.71,haze,-21.2258,-43.7736,
568,Nata,PA,78.67,overcast clouds,8.3333,-80.5167,
569,Altos Del Rosario,CO,81.61,overcast clouds,8.7944,-74.1658,
570,Tipperary,IE,51.06,broken clouds,52.4733,-8.1558,
571,Seydi,TM,86.23,scattered clouds,39.4816,62.9137,
572,Marrakesh,MA,82.47,scattered clouds,31.6315,-8.0083,
573,Beringovskiy,RU,50.86,overcast clouds,63.05,179.3167,
574,Bukama,CD,69.37,few clouds,-9.2,25.85,
576,Mana,GF,80.2,few clouds,5.6592,-53.7767,
577,Sebring,US,71.55,moderate rain,27.4956,-81.4409,
578,Ginda,IN,61.7,overcast clouds,30.6945,78.4932,
579,Mount Gambier,AU,46.08,overcast clouds,-37.8333,140.7667,
580,Andreapol,RU,56.28,overcast clouds,56.6513,32.2664,
581,Sarkand,KZ,64.02,few clouds,45.41,79.9186,
582,Salta,AR,55.99,clear sky,-24.7859,-65.4117,
583,Barranca,PE,64.8,few clouds,-10.75,-77.7667,
584,Changji,CN,74.19,clear sky,44.0167,87.3167,
585,Ciudad Bolivar,VE,85.51,overcast clouds,8.1222,-63.5497,
586,Fuyu,CN,67.53,broken clouds,45.1833,124.8167,
587,Kuching,MY,73.62,few clouds,1.55,110.3333,
588,Hamadan,IR,65.28,clear sky,34.7992,48.5146,
589,Trairi,BR,78.03,overcast clouds,-3.2778,-39.2689,
590,Naantali,FI,59.41,light rain,60.4674,22.0243,
591,Nantucket,US,69.85,overcast clouds,41.2835,-70.0995,
592,Half Moon Bay,US,75.02,clear sky,37.4636,-122.4286,
593,San Vicente,AR,44.64,clear sky,-26.6167,-54.1333,
594,Yarmouth,US,68.97,scattered clouds,41.7057,-70.2286,
595,Ewa Beach,US,84.15,scattered clouds,21.3156,-158.0072,
596,Bull Savanna,JM,80.71,overcast clouds,17.8868,-77.5902,
597,Toyooka,JP,69.57,clear sky,35.5333,134.8333,
598,Batagay-Alyta,RU,65.43,overcast clouds,67.8006,130.4114,
599,Watsa,CD,63.07,light rain,3.0372,29.5355,
600,Bow Island,CA,75.49,overcast clouds,49.8668,-111.3684,
601,Pangani,TZ,73.36,few clouds,-5.4333,38.9667,
602,Hoi An,VN,84.16,broken clouds,15.8794,108.335,
603,La Antigua,CO,64.62,overcast clouds,6.7153,-76.079,
604,Prestea,GH,72.55,overcast clouds,5.4327,-2.1428,
605,Terney,RU,61.75,overcast clouds,45.0503,136.6092,
606,Youkounkoun,GN,75.78,broken clouds,12.5333,-13.1333,
607,Puerto Quijarro,BO,75.63,clear sky,-17.7833,-57.7667,
608,La Ronge,CA,61.05,overcast clouds,55.1001,-105.2842,
609,Kisanga,TZ,67.33,few clouds,-7.4362,37.7034,
610,Richards Bay,ZA,63.77,clear sky,-28.783,32.0377,
611,Acapulco,MX,84.02,broken clouds,16.8634,-99.8901,
612,Tevaitoa,PF,78.98,light rain,-16.7833,-151.5,
613,Carmen,MX,82.44,overcast clouds,18.6333,-91.8333,
615,Cedeno,CO,80.28,overcast clouds,7.0464,-72.1634,
616,Muncar,ID,77.4,overcast clouds,-8.4333,114.3333,
617,Nola,IT,75.92,few clouds,40.922,14.5329,
618,Carutapera,BR,76.12,few clouds,-1.195,-46.02,
619,Sehithwa,BW,59.43,clear sky,-20.4667,22.7167,
620,Esperance,AU,55.69,scattered clouds,-33.8667,121.9,
621,Zhangjiakou,CN,68.68,clear sky,40.81,114.8794,
622,Namatanai,PG,79.39,light rain,-3.6667,152.4333,
623,Altay,CN,55.63,clear sky,47.8667,88.1167,
624,Muros,ES,65.08,overcast clouds,42.7762,-9.0603,
625,New Baltimore,US,73.54,scattered clouds,42.6811,-82.7369,
626,Clocolan,ZA,46.49,broken clouds,-28.9137,27.5656,
627,Nueva Florida,PE,80.4,broken clouds,-6.9526,-76.613,
628,Tivoli,IT,75.83,scattered clouds,41.9609,12.7989,
629,Chirongui,YT,76.93,clear sky,-12.9319,45.1483,
630,Marquette,US,70.77,scattered clouds,46.5333,-87.6335,
631,Nelson Bay,AU,55.99,light rain,-32.7167,152.15,
632,Tondano,ID,68.09,moderate rain,1.3038,124.9112,
633,Harrogate,GB,53.15,few clouds,53.9908,-1.5373,
634,Olafsvik,IS,49.12,overcast clouds,64.8945,-23.7142,
635,Mujiayingzi,CN,68.56,few clouds,42.1167,118.7833,
636,Turayf,SA,86.25,clear sky,31.6725,38.6637,
637,Inuvik,CA,68.76,broken clouds,68.3499,-133.7218,
638,Kuryk,KZ,73.33,clear sky,43.2,51.65,
639,Pandan,PH,80.08,broken clouds,14.0453,124.1694,
640,Marzuq,YE,79.56,overcast clouds,14.4,46.4667,
641,Kabo,CF,71.76,overcast clouds,7.6994,18.629,
642,Andenes,NO,48.18,overcast clouds,69.3143,16.1194,
643,Catamarca,AR,63.77,broken clouds,-28.4696,-65.7852,
645,Zhuhai,CN,83.98,scattered clouds,22.2769,113.5678,
646,Alofi,NU,80.49,overcast clouds,-19.0595,-169.9187,
647,Bambanglipuro,ID,75.04,broken clouds,-7.95,110.2833,
648,Kapuskasing,CA,66.29,few clouds,49.4169,-82.4331,
649,Bejar,ES,65.03,few clouds,40.3864,-5.7634,
650,Faya,SA,71.71,overcast clouds,18.3851,42.4509,
651,Kubuta,SZ,45.66,clear sky,-26.8833,31.4833,
652,Kempele,FI,54.12,few clouds,64.9131,25.5034,
653,Palmer,US,62.65,overcast clouds,42.1584,-72.3287,
654,Chany,RU,56.62,broken clouds,55.3121,76.7647,
655,Katangli,RU,45.34,overcast clouds,51.7102,143.2326,
656,Pouebo,NC,72.39,moderate rain,-20.4,164.5667,
657,Presidencia Roque Saenz Pena,AR,56.98,scattered clouds,-26.7852,-60.4388,
658,Torres,BR,53.83,clear sky,-29.3353,-49.7269,
659,Cascais,PT,69.98,few clouds,38.6979,-9.4215,
660,Karoi,ZW,52.97,clear sky,-16.8099,29.6925,
661,Hailar,CN,62.38,overcast clouds,49.2,119.7,
662,Maues,BR,80.76,overcast clouds,-3.3836,-57.7186,
663,Moissala,TD,73.22,overcast clouds,8.3404,17.7663,
664,Mahibadhoo,MV,82.56,overcast clouds,3.7833,72.9667,
665,Daura,NG,80.65,broken clouds,11.5538,11.4085,
666,Khelyulya,RU,49.05,light rain,61.7333,30.6833,
667,Ierapetra,GR,76.14,clear sky,35.01,25.7353,
668,Priargunsk,RU,63.99,light rain,50.3691,119.1012,
669,Pinega,RU,42.15,broken clouds,64.7001,43.3936,
670,Bathsheba,BB,84.81,scattered clouds,13.2167,-59.5167,
671,Kilifi,KE,76.89,clear sky,-3.6305,39.8499,
673,Faro,PT,68.18,clear sky,37.0194,-7.9322,
674,Ahuimanu,US,83.91,broken clouds,21.4447,-157.8378,
