City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
449,Zhanaozen,KZ,43.3,52.8,73.44,34,0,12.46,clear sky
450,Elat,IL,29.5581,34.9482,82.58,48,0,9.98,clear sky
451,Marsh Harbour,BS,26.5412,-77.0636,80.22,64,10,2.64,clear sky
452,Tawau,MY,4.2498,117.8871,76.28,88,66,4.81,broken clouds
453,Vostok,RU,46.4856,135.8833,55.58,96,100,3.78,overcast clouds
454,Bossangoa,CF,6.4926,17.4552,67.78,93,99,2.8,overcast clouds
455,General Roca,AR,-39.0333,-67.5833,55.62,33,50,7.7,scattered clouds
456,Matara,LK,5.9485,80.5353,77.36,88,88,5.48,overcast clouds
457,Mattawa,US,46.7379,-119.9028,74.26,31,100,8.99,overcast clouds
458,Cockburn Town,TC,21.4612,-71.1419,84.16,70,40,14.97,scattered clouds
459,Trincomalee,LK,8.5711,81.2335,79.93,80,83,11.27,light rain
460,Anadyr,RU,64.75,177.4833,46.49,81,100,11.97,overcast clouds
461,Tokur,RU,53.1333,132.9,45.37,97,100,4.03,overcast clouds
462,Killarney,IE,52.05,-9.5167,49.55,80,20,9.82,few clouds
463,Tweed,CA,44.4751,-77.3162,69.06,36,0,13.82,clear sky
464,Koraput,IN,18.8167,82.7167,75.42,77,100,1.61,overcast clouds
465,Merauke,ID,-8.4667,140.3333,76.96,91,85,13.4,overcast clouds
466,Khao Yoi,TH,13.2403,99.8243,80.11,74,86,3.22,overcast clouds
467,Cap Malheureux,MU,-19.9842,57.6142,68.47,78,18,1.99,few clouds
468,Saldanha,ZA,-33.0117,17.9442,56.95,68,12,8.79,few clouds
469,Frunzivka,UA,47.3333,29.75,60.13,78,9,7.78,clear sky
470,Ouesso,CG,1.6136,16.0517,68.05,99,41,2.59,scattered clouds
471,Takoradi,GH,4.8845,-1.7554,74.84,83,100,1.14,overcast clouds
472,Gusau,NG,12.1628,6.6614,84.47,50,100,1.23,overcast clouds
473,George,ZA,-33.963,22.4617,49.55,76,40,5.75,scattered clouds
474,Araouane,ML,18.9048,-3.5265,86.97,44,98,6.29,overcast clouds
475,Miri,MY,4.4148,114.0089,75.88,91,100,4.09,overcast clouds
476,San Rafael,AR,-34.6177,-68.3301,56.05,24,100,5.93,overcast clouds
477,Zurrieq,MT,35.8311,14.4742,72.97,83,0,10.36,clear sky
478,Dolores,AR,-36.3132,-57.6792,48.7,40,66,8.12,broken clouds
479,Vila Do Maio,CV,15.1333,-23.2167,75.99,89,100,11.99,overcast clouds
480,Asosa,ET,10.0667,34.5333,61.21,93,100,4.9,light rain
481,Caravelas,BR,-17.7125,-39.2481,70.72,84,0,6.42,clear sky
482,Muscat,OM,23.6139,58.5922,87.21,76,0,6.53,clear sky
483,Fasa,IR,28.9383,53.6482,84.43,13,2,5.01,clear sky
484,Manzhouli,CN,49.6,117.4333,63.9,61,100,4.97,overcast clouds
485,Lowestoft,GB,52.4752,1.7516,54.41,85,100,14.61,light rain
486,Jilin,CN,43.0,126.0,61.11,95,6,3.89,clear sky
487,Mata,PT,40.683,-7.4592,62.92,93,33,8.95,scattered clouds
488,Poum,NC,-20.2333,164.0167,74.1,82,100,3.42,moderate rain
489,Salalah,OM,17.0151,54.0924,86.09,84,75,8.05,broken clouds
490,Okha,RU,53.5739,142.9478,45.43,92,100,12.12,overcast clouds
491,Tabou,CI,4.423,-7.3528,77.63,74,96,6.13,overcast clouds
492,Ostrovnoy,RU,68.0531,39.5131,40.06,96,100,9.73,overcast clouds
493,High Level,CA,58.5169,-117.136,66.31,68,75,8.05,broken clouds
494,Enterprise,US,36.0252,-115.2419,90.3,7,75,24.16,broken clouds
495,Yerkoy,TR,39.6381,34.4672,62.49,78,4,3.38,clear sky
496,Itaituba,BR,-4.2761,-55.9836,80.87,71,100,2.13,overcast clouds
497,Antalaha,MG,-14.9003,50.2788,68.0,91,12,5.61,few clouds
498,Bulawayo,ZW,-20.15,28.5833,56.32,45,0,3.11,clear sky
499,Kedrovyy,RU,56.1667,91.8167,50.41,97,100,4.07,overcast clouds
500,Libreville,GA,0.3925,9.4537,75.76,80,78,6.89,broken clouds
501,Erenhot,CN,43.6475,111.9767,75.51,39,56,11.03,broken clouds
502,Grindavik,IS,63.8424,-22.4338,50.47,81,40,11.5,scattered clouds
503,Marienburg,PL,54.0359,19.0266,66.87,89,8,5.01,clear sky
504,Santiago Del Estero,AR,-27.7951,-64.2615,66.15,18,77,13.6,broken clouds
505,Teguldet,RU,57.3064,88.1667,51.06,99,22,2.64,few clouds
506,Atar,MR,20.5169,-13.0499,92.95,35,63,7.27,light rain
507,Margate,GB,51.3813,1.3862,58.3,78,99,10.0,overcast clouds
508,Magadi,IN,12.9667,77.2333,75.45,88,82,6.67,broken clouds
509,Massakory,TD,12.996,15.7293,88.5,43,97,7.29,overcast clouds
510,Tecoanapa,MX,16.5167,-98.75,85.73,63,28,13.29,scattered clouds
511,Fukue,JP,32.6881,128.8419,72.82,95,49,5.7,scattered clouds
512,Praia Da Vitoria,PT,38.7333,-27.0667,66.76,77,75,15.59,broken clouds
513,Teguise,ES,29.0605,-13.564,68.22,73,20,21.85,few clouds
514,Koshurnikovo,RU,54.1667,93.3,47.75,95,40,3.04,scattered clouds
515,Meulaboh,ID,4.1363,96.1285,74.77,89,98,3.49,overcast clouds
516,Svetlogorsk,BY,52.6333,29.7333,57.94,81,100,5.99,overcast clouds
517,Fort Frances,CA,48.5999,-93.4003,66.42,37,0,20.71,clear sky
518,Nikki,BJ,9.9401,3.2108,74.79,78,90,3.94,overcast clouds
519,Lodwar,KE,3.1191,35.5973,83.1,43,96,17.11,overcast clouds
520,Saint-Leu,RE,-21.15,55.2833,70.32,79,30,11.32,scattered clouds
521,Russell,US,32.3502,-85.1999,96.08,46,0,13.8,clear sky
522,Rio Grande,BR,-32.035,-52.0986,46.51,64,0,9.19,clear sky
523,Manicore,BR,-5.8092,-61.3003,87.75,58,0,3.44,clear sky
524,Port Augusta,AU,-32.5,137.7667,54.68,60,100,10.92,light rain
525,Waipawa,NZ,-41.4122,175.5153,46.53,77,99,7.85,overcast clouds
526,Tamasopo,MX,21.9333,-99.4833,80.82,44,25,10.63,scattered clouds
527,Sovetskiy,RU,61.3614,63.5842,60.84,93,100,8.05,moderate rain
528,Natal,BR,-5.795,-35.2094,80.82,83,0,9.22,clear sky
529,Raudeberg,NO,61.9875,5.1352,48.87,91,92,19.04,light rain
530,Westport,US,41.1415,-73.3579,66.88,57,100,16.11,overcast clouds
531,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,59.59,77,40,6.71,scattered clouds
532,Shingu,JP,33.7333,135.9833,69.73,91,100,4.09,overcast clouds
533,Puga,MX,21.5833,-104.8167,80.67,73,75,8.05,broken clouds
534,Sabang,ID,5.8933,95.3214,82.2,74,93,5.93,overcast clouds
535,Camacha,PT,33.0833,-16.3333,63.82,94,40,16.11,scattered clouds
536,Nsanje,MW,-16.92,35.262,61.23,82,0,1.01,clear sky
537,Burnie,AU,-41.0667,145.9167,51.01,86,46,13.29,scattered clouds
538,Aykhal,RU,66.0,111.5,54.01,75,100,11.68,overcast clouds
539,Nyaunglebin,MM,17.95,96.7333,76.06,93,100,3.04,overcast clouds
540,Bodmin,GB,50.4715,-4.7243,53.56,87,20,13.8,light rain
541,Opuwo,NA,-18.0607,13.84,59.79,52,0,5.66,clear sky
542,Noumea,NC,-22.2763,166.4572,73.0,99,100,3.96,light rain
543,Mayo,US,38.8876,-76.5119,78.26,46,0,13.8,clear sky
544,Magistralnyy,RU,56.1725,107.4458,56.43,85,99,7.67,light rain
545,Adrar,MR,20.5022,-10.0711,87.93,39,13,10.78,few clouds
546,Verin,ES,41.9415,-7.4381,62.56,91,92,7.47,overcast clouds
547,Hassleholm,SE,56.1591,13.7664,58.35,80,64,5.1,broken clouds
548,Mogadishu,SO,2.0371,45.3438,78.84,78,64,20.76,broken clouds
549,Asau,RO,46.4333,26.4,60.28,75,3,5.19,clear sky
550,Atasu,KZ,48.6814,71.6433,66.25,50,29,5.53,scattered clouds
551,Tucurui,BR,-3.7661,-49.6725,80.2,77,10,3.38,clear sky
552,Gummidipundi,IN,13.4,80.15,84.2,71,96,10.27,overcast clouds
553,Inongo,CD,-1.95,18.2667,70.34,84,99,4.79,overcast clouds
554,La Romana,DO,18.4273,-68.9728,88.16,74,40,9.22,scattered clouds
555,Pitiquito,MX,30.7,-112.0833,100.92,18,37,14.58,scattered clouds
556,Amberley,US,39.2048,-84.428,78.22,34,0,9.22,clear sky
557,Shelburne,CA,44.0787,-80.2041,61.3,42,0,18.37,clear sky
558,Umm Lajj,SA,25.0213,37.2685,86.59,52,0,6.78,clear sky
559,Barcelos,PT,41.5388,-8.6151,65.84,94,95,1.32,overcast clouds
560,High Prairie,CA,55.4334,-116.4858,60.37,73,100,5.64,overcast clouds
561,San Ramon,US,37.7799,-121.978,76.75,46,0,13.8,clear sky
562,Khairpur Nathan Shah,PK,27.0936,67.7337,95.43,44,0,7.99,clear sky
563,Ternate,ID,0.8,127.4,80.24,78,96,1.41,overcast clouds
564,Sebastian,US,35.1668,-94.2669,97.09,47,17,5.39,few clouds
565,Sawakin,SD,19.1059,37.3321,85.5,59,16,5.1,few clouds
566,North Bend,US,43.4065,-124.2243,63.86,78,0,6.91,clear sky
567,Barbacena,BR,-21.2258,-43.7736,65.71,63,40,2.3,haze
568,Nata,PA,8.3333,-80.5167,78.67,79,99,6.26,overcast clouds
569,Altos Del Rosario,CO,8.7944,-74.1658,81.61,86,90,3.2,overcast clouds
570,Tipperary,IE,52.4733,-8.1558,51.06,78,71,8.59,broken clouds
571,Seydi,TM,39.4816,62.9137,86.23,16,40,8.68,scattered clouds
572,Marrakesh,MA,31.6315,-8.0083,82.47,47,40,8.05,scattered clouds
573,Beringovskiy,RU,63.05,179.3167,50.86,67,98,7.94,overcast clouds
574,Bukama,CD,-9.2,25.85,69.37,46,11,2.77,few clouds
575,Effingham,US,32.3669,-81.3332,97.86,50,85,6.35,overcast clouds
576,Mana,GF,5.6592,-53.7767,80.2,78,22,8.97,few clouds
577,Sebring,US,27.4956,-81.4409,71.55,31,84,5.86,moderate rain
578,Ginda,IN,30.6945,78.4932,61.7,72,91,5.06,overcast clouds
579,Mount Gambier,AU,-37.8333,140.7667,46.08,81,100,9.95,overcast clouds
580,Andreapol,RU,56.6513,32.2664,56.28,90,100,7.09,overcast clouds
581,Sarkand,KZ,45.41,79.9186,64.02,38,14,8.93,few clouds
582,Salta,AR,-24.7859,-65.4117,55.99,52,0,10.36,clear sky
583,Barranca,PE,-10.75,-77.7667,64.8,70,19,12.77,few clouds
584,Changji,CN,44.0167,87.3167,74.19,38,0,2.24,clear sky
585,Ciudad Bolivar,VE,8.1222,-63.5497,85.51,61,97,4.14,overcast clouds
586,Fuyu,CN,45.1833,124.8167,67.53,84,82,7.38,broken clouds
587,Kuching,MY,1.55,110.3333,73.62,100,20,0.0,few clouds
588,Hamadan,IR,34.7992,48.5146,65.28,26,0,2.3,clear sky
589,Trairi,BR,-3.2778,-39.2689,78.03,79,92,10.49,overcast clouds
590,Naantali,FI,60.4674,22.0243,59.41,88,40,8.05,light rain
591,Nantucket,US,41.2835,-70.0995,69.85,63,100,8.05,overcast clouds
592,Half Moon Bay,US,37.4636,-122.4286,75.02,56,0,23.02,clear sky
593,San Vicente,AR,-26.6167,-54.1333,44.64,71,0,3.15,clear sky
594,Yarmouth,US,41.7057,-70.2286,68.97,62,40,10.36,scattered clouds
595,Ewa Beach,US,21.3156,-158.0072,84.15,55,40,17.27,scattered clouds
596,Bull Savanna,JM,17.8868,-77.5902,80.71,72,100,17.67,overcast clouds
597,Toyooka,JP,35.5333,134.8333,69.57,94,5,3.38,clear sky
598,Batagay-Alyta,RU,67.8006,130.4114,65.43,37,99,17.78,overcast clouds
599,Watsa,CD,3.0372,29.5355,63.07,99,98,3.04,light rain
600,Bow Island,CA,49.8668,-111.3684,75.49,50,97,6.91,overcast clouds
601,Pangani,TZ,-5.4333,38.9667,73.36,84,15,8.75,few clouds
602,Hoi An,VN,15.8794,108.335,84.16,83,66,8.28,broken clouds
603,La Antigua,CO,6.7153,-76.079,64.62,90,100,3.24,overcast clouds
604,Prestea,GH,5.4327,-2.1428,72.55,94,100,1.34,overcast clouds
605,Terney,RU,45.0503,136.6092,61.75,80,88,5.48,overcast clouds
606,Youkounkoun,GN,12.5333,-13.1333,75.78,85,71,8.55,broken clouds
607,Puerto Quijarro,BO,-17.7833,-57.7667,75.63,48,4,3.47,clear sky
608,La Ronge,CA,55.1001,-105.2842,61.05,72,100,8.05,overcast clouds
609,Kisanga,TZ,-7.4362,37.7034,67.33,86,18,2.93,few clouds
610,Richards Bay,ZA,-28.783,32.0377,63.77,66,0,13.11,clear sky
611,Acapulco,MX,16.8634,-99.8901,84.02,74,75,12.66,broken clouds
612,Tevaitoa,PF,-16.7833,-151.5,78.98,78,28,20.38,light rain
613,Carmen,MX,18.6333,-91.8333,82.44,78,100,12.66,overcast clouds
614,Rio Gallegos,AR,-51.6226,-69.2181,30.25,69,20,16.11,few clouds
615,Cedeno,CO,7.0464,-72.1634,80.28,69,100,2.73,overcast clouds
616,Muncar,ID,-8.4333,114.3333,77.4,87,100,4.76,overcast clouds
617,Nola,IT,40.922,14.5329,75.92,52,13,5.01,few clouds
618,Carutapera,BR,-1.195,-46.02,76.12,91,22,8.48,few clouds
619,Sehithwa,BW,-20.4667,22.7167,59.43,22,0,4.0,clear sky
620,Esperance,AU,-33.8667,121.9,55.69,72,44,23.67,scattered clouds
621,Zhangjiakou,CN,40.81,114.8794,68.68,75,5,3.94,clear sky
622,Namatanai,PG,-3.6667,152.4333,79.39,78,17,4.61,light rain
623,Altay,CN,47.8667,88.1167,55.63,55,0,3.98,clear sky
624,Muros,ES,42.7762,-9.0603,65.08,85,100,6.96,overcast clouds
625,New Baltimore,US,42.6811,-82.7369,73.54,28,40,17.27,scattered clouds
626,Clocolan,ZA,-28.9137,27.5656,46.49,42,58,4.54,broken clouds
627,Nueva Florida,PE,-6.9526,-76.613,80.4,77,55,4.32,broken clouds
628,Tivoli,IT,41.9609,12.7989,75.83,63,46,4.56,scattered clouds
629,Chirongui,YT,-12.9319,45.1483,76.93,72,5,13.44,clear sky
630,Marquette,US,46.5333,-87.6335,70.77,43,36,6.8,scattered clouds
631,Nelson Bay,AU,-32.7167,152.15,55.99,96,59,7.63,light rain
632,Tondano,ID,1.3038,124.9112,68.09,92,98,1.01,moderate rain
633,Harrogate,GB,53.9908,-1.5373,53.15,76,20,13.8,few clouds
634,Olafsvik,IS,64.8945,-23.7142,49.12,74,100,14.74,overcast clouds
635,Mujiayingzi,CN,42.1167,118.7833,68.56,74,24,3.13,few clouds
636,Turayf,SA,31.6725,38.6637,86.25,32,0,9.22,clear sky
637,Inuvik,CA,68.3499,-133.7218,68.76,48,75,4.61,broken clouds
638,Kuryk,KZ,43.2,51.65,73.33,48,0,11.05,clear sky
639,Pandan,PH,14.0453,124.1694,80.08,84,55,5.82,broken clouds
640,Marzuq,YE,14.4,46.4667,79.56,46,98,5.3,overcast clouds
641,Kabo,CF,7.6994,18.629,71.76,83,100,2.75,overcast clouds
642,Andenes,NO,69.3143,16.1194,48.18,81,100,8.05,overcast clouds
643,Catamarca,AR,-28.4696,-65.7852,63.77,32,75,8.99,broken clouds
644,Guymon,US,36.6828,-101.4816,93.2,26,75,17.27,broken clouds
645,Zhuhai,CN,22.2769,113.5678,83.98,94,40,8.05,scattered clouds
646,Alofi,NU,-19.0595,-169.9187,80.49,69,100,16.11,overcast clouds
647,Bambanglipuro,ID,-7.95,110.2833,75.04,92,61,3.13,broken clouds
648,Kapuskasing,CA,49.4169,-82.4331,66.29,32,20,14.97,few clouds
649,Bejar,ES,40.3864,-5.7634,65.03,40,20,12.73,few clouds
650,Faya,SA,18.3851,42.4509,71.71,34,100,2.68,overcast clouds
651,Kubuta,SZ,-26.8833,31.4833,45.66,34,0,4.94,clear sky
652,Kempele,FI,64.9131,25.5034,54.12,100,20,11.5,few clouds
653,Palmer,US,42.1584,-72.3287,62.65,59,100,16.11,overcast clouds
654,Chany,RU,55.3121,76.7647,56.62,91,55,4.99,broken clouds
655,Katangli,RU,51.7102,143.2326,45.34,90,100,12.46,overcast clouds
656,Pouebo,NC,-20.4,164.5667,72.39,89,100,0.58,moderate rain
657,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,56.98,46,38,6.33,scattered clouds
658,Torres,BR,-29.3353,-49.7269,53.83,63,0,9.13,clear sky
659,Cascais,PT,38.6979,-9.4215,69.98,73,19,14.0,few clouds
660,Karoi,ZW,-16.8099,29.6925,52.97,90,6,3.33,clear sky
661,Hailar,CN,49.2,119.7,62.38,49,95,5.23,overcast clouds
662,Maues,BR,-3.3836,-57.7186,80.76,72,100,2.39,overcast clouds
663,Moissala,TD,8.3404,17.7663,73.22,81,99,1.63,overcast clouds
664,Mahibadhoo,MV,3.7833,72.9667,82.56,75,94,11.86,overcast clouds
665,Daura,NG,11.5538,11.4085,80.65,55,69,10.16,broken clouds
666,Khelyulya,RU,61.7333,30.6833,49.05,99,100,10.8,light rain
667,Ierapetra,GR,35.01,25.7353,76.14,45,0,7.0,clear sky
668,Priargunsk,RU,50.3691,119.1012,63.99,41,91,3.09,light rain
669,Pinega,RU,64.7001,43.3936,42.15,94,79,6.24,broken clouds
670,Bathsheba,BB,13.2167,-59.5167,84.81,65,40,18.41,scattered clouds
671,Kilifi,KE,-3.6305,39.8499,76.89,80,10,16.78,clear sky
672,Roswell,US,34.0232,-84.3616,92.86,45,0,13.8,clear sky
673,Faro,PT,37.0194,-7.9322,68.18,83,0,16.11,clear sky
674,Ahuimanu,US,21.4447,-157.8378,83.91,62,75,17.27,broken clouds
