City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
274,Gumdag,TM,2022-06-12 22:59:39,39.2061,54.5906,79.5,30,1,7.16
275,Tiznit,MA,2022-06-12 22:59:40,29.5833,-9.5,72.41,67,38,2.59
276,Prince Rupert,CA,2022-06-12 22:59:09,54.3161,-130.3201,51.49,89,100,12.66
277,Beloha,MG,2022-06-12 22:59:40,-25.1667,45.05,60.94,74,0,7.85
278,Quatre Cocos,MU,2022-06-12 22:59:41,-20.2078,57.7625,71.71,78,94,17.11
279,Sibolga,ID,2022-06-12 22:57:02,1.7427,98.7792,75.09,85,100,3.98
280,Alugan,PH,2022-06-12 22:59:41,12.2188,125.4808,82.02,78,83,5.53
281,Rawson,AR,2022-06-12 22:59:42,-43.3002,-65.1023,57.79,29,100,8.77
282,Pacific Grove,US,2022-06-12 22:59:42,36.6177,-121.9166,76.33,81,76,5.99
283,Inverell,AU,2022-06-12 22:59:43,-29.7833,151.1167,45.66,82,81,3.0
284,Mount Pleasant,US,2022-06-12 22:57:59,32.7941,-79.8626,87.06,78,0,16.11
285,Cilegon,ID,2022-06-12 22:59:43,-6.0174,106.0538,78.22,82,100,6.13
286,Rovaniemi,FI,2022-06-12 22:59:44,66.5,25.7167,53.01,82,0,8.05
287,Yulara,AU,2022-06-12 22:56:35,-25.2406,130.9889,50.18,57,0,5.26
288,Baglan,AF,2022-06-12 22:59:44,36.1307,68.7083,75.56,48,49,3.36
289,Cansancao,BR,2022-06-12 22:59:45,-10.6672,-39.4992,72.3,68,8,4.88
290,Abalak,RU,2022-06-12 22:59:45,58.1286,68.5944,54.9,99,99,6.69
291,Ler,SS,2022-06-12 22:59:46,8.3018,30.1418,78.96,61,60,1.48
292,Port Macquarie,AU,2022-06-12 22:55:57,-31.4333,152.9167,52.9,60,3,6.82
293,Kholodnyy,RU,2022-06-12 22:59:46,62.7167,147.95,53.83,46,1,0.98
294,Henties Bay,NA,2022-06-12 22:59:47,-22.116,14.2845,63.46,60,0,5.03
295,Namtsy,RU,2022-06-12 22:59:47,62.7161,129.6658,56.48,70,4,8.68
296,Gornopravdinsk,RU,2022-06-12 22:59:47,60.05,69.9,52.68,98,100,7.81
297,Eyl,SO,2022-06-12 22:59:48,7.9803,49.8164,80.85,67,85,24.05
298,Port Hardy,CA,2022-06-12 22:59:48,50.6996,-127.4199,55.58,67,75,10.36
299,Pitimbu,BR,2022-06-12 22:59:48,-7.4706,-34.8086,75.79,80,7,7.92
300,Nouadhibou,MR,2022-06-12 22:59:49,20.931,-17.0347,67.98,88,0,20.71
301,Pierre,US,2022-06-12 22:56:34,44.3683,-100.351,91.06,54,13,7.0
302,Cabo San Lucas,MX,2022-06-12 22:59:49,22.8909,-109.9124,87.06,58,4,17.83
303,Tuatapere,NZ,2022-06-12 22:56:15,-46.1333,167.6833,46.56,83,100,20.69
304,Lompoc,US,2022-06-12 22:59:50,34.6391,-120.4579,85.69,67,7,15.01
305,Loralai,PK,2022-06-12 22:59:50,30.3705,68.598,74.77,49,25,3.91
306,Port Blair,IN,2022-06-12 22:59:51,11.6667,92.75,81.41,80,100,9.01
307,Sitka,US,2022-06-12 22:59:51,57.0531,-135.33,52.72,76,100,2.59
308,Lazurne,UA,2022-06-12 22:59:51,46.084,32.5295,69.89,78,1,11.56
309,Lavrentiya,RU,2022-06-12 22:56:48,65.5833,-171.0,40.55,61,99,3.09
310,Tripoli,LY,2022-06-12 22:56:22,32.8752,13.1875,71.62,75,0,4.59
311,Kirkuk,IQ,2022-06-12 22:59:52,35.4681,44.3922,87.13,18,0,2.46
312,Altamira,BR,2022-06-12 22:59:52,-3.2033,-52.2064,72.28,96,72,1.36
313,Shimoda,JP,2022-06-12 22:59:53,34.6667,138.95,68.11,71,100,10.74
314,Ilulissat,GL,2022-06-12 22:59:53,69.2167,-51.1,34.27,72,100,10.65
315,Flinders,AU,2022-06-12 22:59:54,-34.5833,150.8552,57.38,76,3,1.99
316,Abha,SA,2022-06-12 22:59:55,18.2164,42.5053,69.62,46,0,0.0
317,Sambava,MG,2022-06-12 22:59:55,-14.2667,50.1667,69.06,83,2,10.16
318,Talnakh,RU,2022-06-12 22:59:56,69.4865,88.3972,60.21,45,99,4.18
319,Sur,OM,2022-06-12 22:59:56,22.5667,59.5289,81.82,84,2,10.78
320,Charters Towers,AU,2022-06-12 23:00:57,-20.1,146.2667,55.11,50,0,9.46
321,Gemena,CD,2022-06-12 23:00:57,3.25,19.7667,69.12,98,100,1.39
322,Vanavara,RU,2022-06-12 23:00:58,60.34,102.2797,59.77,59,98,3.76
323,Kirando,TZ,2022-06-12 23:00:58,-7.4167,30.6,74.8,64,76,10.51
324,Isangel,VU,2022-06-12 23:00:59,-19.55,169.2667,79.99,79,100,2.66
325,Ambilobe,MG,2022-06-12 23:00:59,-13.2,49.05,66.72,85,24,3.47
326,San Francisco Del Rincon,MX,2022-06-12 23:00:59,21.0167,-101.85,87.66,27,46,11.34
327,West Wendover,US,2022-06-12 23:01:00,40.7391,-114.0733,91.29,15,62,32.75
328,Kandrian,PG,2022-06-12 23:01:00,-6.2167,149.55,80.69,84,38,5.44
329,Banda Aceh,ID,2022-06-12 23:01:01,5.5577,95.3222,78.98,68,100,2.39
330,Jiwani,PK,2022-06-12 23:01:01,25.05,61.7417,83.08,83,11,4.7
331,Sechura,PE,2022-06-12 23:01:02,-5.5569,-80.8222,69.08,66,26,17.94
332,Tres Arroyos,AR,2022-06-12 23:01:02,-38.3739,-60.2798,48.74,62,77,9.48
333,Vila Velha,BR,2022-06-12 22:59:02,-20.3297,-40.2925,71.55,92,100,11.99
334,Sao Joao Da Barra,BR,2022-06-12 23:01:03,-21.6403,-41.0511,68.18,80,95,16.06
335,Arman,RU,2022-06-12 23:01:04,59.7,150.1667,46.02,79,27,5.3
336,Morgan City,US,2022-06-12 23:01:04,29.6994,-91.2068,90.0,63,8,9.82
337,Virginia Beach,US,2022-06-12 23:00:44,36.8529,-75.978,83.01,80,55,3.0
338,Vao,NC,2022-06-12 23:01:05,-22.6667,167.4833,71.35,75,100,8.01
339,Udachnyy,RU,2022-06-12 22:58:52,66.4167,112.4,61.16,44,34,11.03
340,Sinnamary,GF,2022-06-12 23:01:05,5.3833,-52.95,78.37,84,8,7.61
341,Fuerte Olimpo,PY,2022-06-12 23:01:06,-21.0415,-57.8738,54.28,37,0,5.93
342,Nelson Bay,AU,2022-06-12 22:59:35,-32.7167,152.15,53.01,74,4,1.99
343,Yuli,NG,2022-06-12 23:01:07,9.6989,10.2744,77.29,78,96,4.79
344,Plettenberg Bay,ZA,2022-06-12 23:01:07,-34.0527,23.3716,66.22,51,100,0.94
345,La Palma,US,2022-06-12 23:01:08,33.8464,-118.0467,93.92,64,0,12.66
346,Abbeville,FR,2022-06-12 23:01:08,50.1,1.8333,57.16,95,31,8.01
347,Arona,ES,2022-06-12 23:01:09,28.0996,-16.681,67.82,82,75,5.75
348,Elizabeth City,US,2022-06-12 23:01:02,36.2946,-76.2511,79.05,82,72,7.29
349,El Jicaro,GT,2022-06-12 23:01:10,14.9167,-89.9,81.0,86,95,4.21
350,Tucurui,BR,2022-06-12 23:01:10,-3.7661,-49.6725,75.45,90,41,2.93
351,Asfi,MA,2022-06-12 23:01:11,32.2994,-9.2372,70.84,86,71,10.76
352,Harlow,GB,2022-06-12 23:01:11,51.7766,0.1116,59.72,63,47,4.61
353,Suluq,LY,2022-06-12 23:01:12,31.6682,20.2521,72.99,68,0,12.68
354,Missoula,US,2022-06-12 23:01:13,47.0166,-113.8009,60.67,46,100,0.96
355,Kahului,US,2022-06-12 22:56:26,20.8947,-156.47,80.96,87,7,11.99
356,Saldanha,ZA,2022-06-12 23:01:14,-33.0117,17.9442,59.23,91,100,16.4
357,Korla,CN,2022-06-12 23:01:14,41.7597,86.1469,80.31,14,8,8.86
358,Yenangyaung,MM,2022-06-12 23:01:15,20.4667,94.8833,79.29,81,78,12.1
359,Barra Do Garcas,BR,2022-06-12 23:01:15,-15.89,-52.2567,72.48,52,100,2.98
360,Narsaq,GL,2022-06-12 23:01:16,60.9167,-46.05,48.42,93,99,3.02
361,Sept-Iles,CA,2022-06-12 22:59:01,50.2001,-66.3821,61.32,63,75,9.22
362,Katy,US,2022-06-12 23:01:16,29.7858,-95.8244,101.3,43,0,12.66
363,La Romana,DO,2022-06-12 23:01:17,18.4273,-68.9728,82.15,69,11,11.52
364,Kampot,KH,2022-06-12 23:01:17,10.6167,104.1833,79.39,85,100,4.7
365,Klaksvik,FO,2022-06-12 23:01:18,62.2266,-6.589,47.32,96,95,14.99
366,Katangli,RU,2022-06-12 23:01:19,51.7102,143.2326,58.23,67,87,5.61
367,Kavaratti,IN,2022-06-12 22:56:52,10.5669,72.642,82.92,71,100,20.02
368,Bubaque,GW,2022-06-12 23:02:20,11.2833,-15.8333,80.71,80,73,11.83
369,Namwala,ZM,2022-06-12 23:02:20,-15.7504,26.4384,52.61,69,1,3.78
370,Carballo,ES,2022-06-12 23:02:21,43.213,-8.691,67.01,88,93,11.32
371,Poyarkovo,RU,2022-06-12 23:02:22,49.6,128.6833,67.19,73,100,4.7
372,Barcelos,PT,2022-06-12 23:02:22,41.5388,-8.6151,75.85,72,0,3.42
373,Macas,EC,2022-06-12 22:59:17,-2.3167,-78.1167,71.35,73,75,5.75
374,Port Augusta,AU,2022-06-12 23:02:23,-32.5,137.7667,49.73,74,39,3.67
375,Hobyo,SO,2022-06-12 23:02:24,5.3505,48.5268,78.69,79,99,25.23
376,Sisimiut,GL,2022-06-12 23:02:24,66.9395,-53.6735,33.66,72,100,24.63
377,Palladam,IN,2022-06-12 23:02:24,10.9833,77.3,73.6,81,100,13.71
378,Erenhot,CN,2022-06-12 23:02:25,43.6475,111.9767,59.27,59,64,15.7
379,Longyearbyen,SJ,2022-06-12 23:02:25,78.2186,15.6401,39.04,87,100,2.3
380,Ekibastuz,KZ,2022-06-12 23:02:25,51.6667,75.3667,69.37,46,86,10.11
381,Sabancuy,MX,2022-06-12 23:02:26,18.9667,-91.1833,88.0,61,61,7.76
382,Vanimo,PG,2022-06-12 23:02:26,-2.6741,141.3028,79.45,86,33,6.08
383,Tulum,MX,2022-06-12 23:01:12,20.2167,-87.4667,83.39,72,38,7.92
384,Niquero,CU,2022-06-12 23:02:27,20.0431,-77.5828,83.1,74,86,7.16
385,Guerande,FR,2022-06-12 22:59:15,47.3291,-2.4283,56.62,83,1,15.08
386,Ostrovnoy,RU,2022-06-12 23:02:28,68.0531,39.5131,53.74,83,100,12.1
387,Poum,NC,2022-06-12 23:02:28,-20.2333,164.0167,75.27,79,100,9.98
388,Pinar Del Rio,CU,2022-06-12 23:02:29,22.4175,-83.6981,85.33,65,0,5.95
389,Rabat,MA,2022-06-12 23:00:10,33.9911,-6.8401,95.04,94,40,4.61
390,Charlestown,AU,2022-06-12 23:02:12,-32.95,151.6667,54.68,72,2,3.0
391,Jiazi,CN,2022-06-12 23:02:29,22.8779,116.067,80.55,89,100,12.35
392,Omboue,GA,2022-06-12 23:02:30,-1.5746,9.2618,75.45,92,85,6.6
393,Pangody,RU,2022-06-12 23:02:30,65.85,74.4859,57.81,77,88,18.92
394,Caravelas,BR,2022-06-12 23:02:31,-17.7125,-39.2481,72.99,89,100,4.65
395,Northam,GB,2022-06-12 23:02:31,51.0333,-4.2167,56.61,87,63,10.18
396,Dingle,PH,2022-06-12 23:02:31,10.9995,122.6711,80.33,82,76,2.35
397,Nishihara,JP,2022-06-12 23:02:32,26.1842,127.7558,80.65,100,100,13.8
398,Puerto Leguizamo,CO,2022-06-12 23:02:32,-0.1934,-74.7819,66.47,99,100,3.18
399,Coihaique,CL,2022-06-12 22:59:02,-45.5752,-72.0662,39.81,93,75,0.0
400,Necochea,AR,2022-06-12 23:00:10,-38.5473,-58.7368,50.63,57,89,9.17
401,Inuvik,CA,2022-06-12 23:02:33,68.3499,-133.7218,41.45,77,100,12.62
402,Tungor,RU,2022-06-12 23:02:34,53.3808,142.9564,62.47,58,73,12.35
403,Codrington,AU,2022-06-12 23:02:34,-38.2667,141.9667,53.65,82,99,4.23
404,Novobessergenevka,RU,2022-06-12 23:02:34,47.1847,38.8462,71.73,59,12,13.06
405,Luderitz,NA,2022-06-12 23:02:35,-26.6481,15.1594,58.95,62,9,5.06
406,Riyadh,SA,2022-06-12 22:57:59,24.6877,46.7219,86.14,14,0,2.51
407,Zigong,CN,2022-06-12 23:00:32,29.3416,104.7769,69.69,95,100,2.86
408,Kiunga,PG,2022-06-12 23:02:36,-6.1219,141.2906,75.2,97,100,2.3
409,Maningrida,AU,2022-06-12 23:02:36,-12.0667,134.2667,68.04,73,41,12.44
410,Laureles,US,2022-06-12 23:02:37,26.1092,-97.4941,95.14,66,43,13.0
411,Blagoyevo,RU,2022-06-12 23:03:37,63.3667,47.9167,45.32,63,59,2.44
412,Zhuhai,CN,2022-06-12 23:00:11,22.2769,113.5678,82.85,94,40,11.5
413,Makat,KZ,2022-06-12 23:03:38,47.6469,53.3463,68.31,54,35,12.39
414,Zhuanghe,CN,2022-06-12 23:03:38,39.7008,122.9911,67.53,81,69,6.93
415,Eberbach,DE,2022-06-12 23:03:39,49.4694,8.9928,68.05,78,32,4.12
416,Middelburg,ZA,2022-06-12 23:03:39,-25.7751,29.4648,46.15,45,0,0.36
417,Diego De Almagro,CL,2022-06-12 23:03:40,-26.3667,-70.05,56.82,47,0,1.95
418,Konotop,UA,2022-06-12 23:03:40,51.2403,33.2026,59.95,94,2,6.53
419,Mandera,KE,2022-06-12 23:02:17,3.9366,41.867,79.83,61,100,16.6
420,Paracuru,BR,2022-06-12 23:02:27,-3.41,-39.0306,81.1,80,65,8.61
421,Viedma,AR,2022-06-12 23:03:41,-40.8135,-62.9967,57.6,43,99,15.57
422,Mogadishu,SO,2022-06-12 23:00:02,2.0371,45.3438,78.55,82,83,19.01
423,Labuhan,ID,2022-06-12 23:03:41,-6.8844,112.2051,77.59,88,97,5.3
424,Lianyuan,CN,2022-06-12 23:03:42,27.6883,111.6642,69.37,96,100,1.16
425,Zhigalovo,RU,2022-06-12 23:03:42,54.8097,105.1578,62.42,52,100,1.14
426,Mana,GF,2022-06-12 23:03:43,5.6592,-53.7767,78.06,87,5,6.96
427,Kysyl-Syr,RU,2022-06-12 23:03:43,63.8986,122.7617,52.99,81,86,7.4
428,Fort Portal,UG,2022-06-12 23:03:44,0.6617,30.2748,60.98,84,20,2.91
429,Palana,RU,2022-06-12 23:03:44,59.1167,159.9667,38.77,94,100,7.92
430,Ahipara,NZ,2022-06-12 23:03:44,-35.1667,173.1667,57.42,75,78,26.6
431,Fare,PF,2022-06-12 23:03:45,-16.7,-151.0167,79.27,73,47,23.51
432,Riberalta,BO,2022-06-12 23:03:45,-10.9833,-66.1,73.6,56,65,6.91
433,Myitkyina,MM,2022-06-12 23:03:45,25.3833,97.4,73.78,100,100,0.72
434,Sao Raimundo Das Mangabeiras,BR,2022-06-12 23:03:46,-7.0219,-45.4811,79.47,68,98,4.03
435,Mayo,US,2022-06-12 23:03:46,38.8876,-76.5119,82.45,77,0,11.5
436,Santiago Del Estero,AR,2022-06-12 23:03:46,-27.7951,-64.2615,60.49,35,0,9.22
437,Fortuna,US,2022-06-12 23:03:47,40.5982,-124.1573,61.66,85,100,17.27
438,Chimbote,PE,2022-06-12 23:00:31,-9.0853,-78.5783,64.0,83,13,11.83
439,Catuday,PH,2022-06-12 23:03:47,16.2923,119.8062,80.8,76,96,4.79
440,Ust-Maya,RU,2022-06-12 23:03:48,60.4167,134.5333,55.89,93,100,4.27
441,Hambantota,LK,2022-06-12 23:03:48,6.1241,81.1185,80.38,78,90,15.82
442,Dubasari,MD,2022-06-12 23:03:49,47.2631,29.1608,70.59,85,13,8.99
443,Price,US,2022-06-12 23:03:49,39.5994,-110.8107,97.86,4,0,20.71
444,Tateyama,JP,2022-06-12 23:03:49,34.9833,139.8667,68.45,71,100,12.57
445,Krasnyy Chikoy,RU,2022-06-12 23:03:50,50.3643,108.7512,56.95,55,24,1.7
446,Dondo,MZ,2022-06-12 23:03:50,-19.6094,34.7431,63.3,95,4,4.83
447,Lakes Entrance,AU,2022-06-12 23:03:50,-37.8811,147.981,50.16,70,100,9.22
448,Arcata,US,2022-06-12 23:03:05,40.8665,-124.0828,61.93,81,100,13.8
449,Matagami,CA,2022-06-12 23:03:51,49.7502,-77.6328,55.51,94,100,4.61
450,Nueva Loja,EC,2022-06-12 23:03:51,0.0847,-76.8828,64.18,99,100,2.04
451,Mildura,AU,2022-06-12 23:03:52,-34.2,142.15,51.08,84,100,2.59
452,Deputatskiy,RU,2022-06-12 23:03:52,69.3,139.9,59.67,38,0,17.92
453,La Roda,ES,2022-06-12 23:02:08,39.2167,-2.15,73.9,32,17,14.9
454,Yamaranguila,HN,2022-06-12 23:03:53,14.2833,-88.25,65.35,82,75,0.0
455,Pavlovsk,RU,2022-06-12 23:03:53,50.4578,40.1081,61.66,82,53,5.55
456,Nichinan,JP,2022-06-12 23:04:54,31.6,131.3667,70.14,88,100,7.58
457,High Rock,BS,2022-06-12 23:04:54,26.6208,-78.2833,82.96,76,58,9.6
458,Grindavik,IS,2022-06-12 23:04:55,63.8424,-22.4338,45.07,100,100,12.66
459,Napier,NZ,2022-06-12 23:04:55,-39.4833,176.9167,50.29,75,22,11.01
460,Tiarei,PF,2022-06-12 23:04:56,-17.5333,-149.3333,84.22,69,29,21.81
461,Krasnyy Yar,RU,2022-06-12 23:04:56,46.5331,48.3456,66.13,43,90,6.46
462,Yatou,CN,2022-06-12 23:04:57,37.15,122.3833,69.48,76,94,11.5
463,Funadhoo,MV,2022-06-12 23:04:57,6.15,73.2667,82.89,73,100,6.85
464,San Diego De Los Banos,CU,2022-06-12 23:04:58,22.6467,-83.3697,84.31,66,4,3.56
465,Huarmey,PE,2022-06-12 23:04:58,-10.0681,-78.1522,65.52,79,14,11.88
466,Evensk,RU,2022-06-12 23:04:59,61.95,159.2333,43.23,86,100,6.04
467,Novikovo,RU,2022-06-12 23:04:59,51.1537,37.8879,60.64,88,100,7.87
468,Biak,ID,2022-06-12 23:05:00,-0.9131,122.8766,76.89,84,88,2.75
469,Along,IN,2022-06-12 23:05:01,28.1667,94.7667,71.62,99,100,0.81
470,Bentiu,SS,2022-06-12 23:05:01,9.2333,29.8333,81.48,58,97,2.89
471,Boma,GH,2022-06-12 23:05:02,7.0805,-2.1697,70.57,99,73,2.39
472,Genhe,CN,2022-06-12 23:05:03,50.7833,121.5167,58.17,91,99,3.15
473,Bilma,NE,2022-06-12 23:05:04,18.6853,12.9164,94.1,10,12,8.1
474,Maldonado,UY,2022-06-12 23:01:26,-34.6667,-54.9167,47.23,91,2,3.44
475,Kigorobya,UG,2022-06-12 23:05:04,1.6162,31.3089,67.59,74,63,2.89
476,Douglas,US,2022-06-12 23:05:05,41.3,-96.167,91.51,57,0,11.5
477,Naron,ES,2022-06-12 23:05:06,43.5167,-8.1528,66.69,86,94,16.49
478,Lai,TD,2022-06-12 23:05:06,9.3952,16.2989,75.99,80,100,3.11
479,Morro Bay,US,2022-06-12 23:05:07,35.3658,-120.8499,90.19,68,34,5.01
480,Kieta,PG,2022-06-12 23:05:08,-6.2167,155.6333,83.84,70,25,5.57
481,Inhambane,MZ,2022-06-12 23:02:40,-23.865,35.3833,66.78,84,1,3.6
482,Clayton,US,2022-06-12 23:04:19,33.5335,-84.3666,92.43,52,40,10.36
483,Ardakan,IR,2022-06-12 23:05:09,32.31,54.0175,81.18,20,2,1.01
484,Samarai,PG,2022-06-12 23:05:09,-10.6167,150.6667,82.27,76,29,9.48
485,Emba,KZ,2022-06-12 23:05:09,48.8264,58.1442,60.91,81,74,8.61
486,La Ronge,CA,2022-06-12 23:05:10,55.1001,-105.2842,60.22,77,81,10.47
487,Oum Hadjer,TD,2022-06-12 23:05:11,13.2954,19.6966,86.07,42,100,19.13
488,Lerwick,GB,2022-06-12 23:05:11,60.1545,-1.1494,51.8,91,100,20.94
489,Xining,CN,2022-06-12 23:00:12,36.6167,101.7667,51.21,67,95,2.44
490,Mao,ES,2022-06-12 23:04:19,39.8885,4.2658,68.56,88,0,5.75
491,Varhaug,NO,2022-06-12 23:05:12,58.6147,5.6457,51.48,84,89,11.3
492,Pangai,TO,2022-06-12 23:05:12,-19.8,-174.35,79.45,82,17,16.91
493,Tezu,IN,2022-06-12 23:05:13,27.9167,96.1667,72.79,98,100,3.02
494,Ishigaki,JP,2022-06-12 23:05:13,24.3448,124.1572,82.13,89,90,20.51
495,Barahan,PH,2022-06-12 23:05:14,13.0121,120.762,82.09,72,60,3.31
496,Atar,MR,2022-06-12 23:02:19,20.5169,-13.0499,97.61,8,10,5.84
497,George Town,MY,2022-06-12 23:00:16,5.4112,100.3354,76.93,94,20,0.0
498,Nanortalik,GL,2022-06-12 23:05:15,60.1432,-45.2371,38.12,95,100,12.15
499,Tarko-Sale,RU,2022-06-12 23:05:15,64.9225,77.785,60.62,79,83,5.28
500,Watertown,US,2022-06-12 23:04:31,42.3709,-71.1828,74.91,66,75,12.66
501,Anchorage,US,2022-06-12 23:05:33,61.2181,-149.9003,69.31,52,0,9.22
502,Marabba,SD,2022-06-12 23:06:16,12.35,32.1833,85.03,50,65,10.13
503,Abu Samrah,SY,2022-06-12 23:06:17,35.3029,37.1841,68.07,73,0,17.67
504,Phalodi,IN,2022-06-12 23:04:14,27.1333,72.3667,84.96,53,0,13.18
505,Flagstaff,US,2022-06-12 23:03:45,35.1981,-111.6513,90.59,14,20,20.71
506,La Poza,MX,2022-06-12 23:06:17,20.1167,-96.9667,91.44,50,37,15.66
507,Berlevag,NO,2022-06-12 23:06:18,70.8578,29.0864,44.55,70,100,20.71
508,Akureyri,IS,2022-06-12 23:06:18,65.6835,-18.0878,47.53,89,100,2.95
509,Kalat,PK,2022-06-12 23:02:11,29.0225,66.5916,67.53,38,88,2.19
510,Bokoro,TD,2022-06-12 23:06:19,12.3807,17.0568,85.35,52,97,20.49
511,Hun,LY,2022-06-12 23:06:19,29.1268,15.9477,75.97,45,0,6.78
512,Chitrakonda,IN,2022-06-12 23:06:20,18.1167,82.0833,77.22,83,100,1.74
513,Estevan,CA,2022-06-12 23:03:03,49.1334,-102.9842,79.21,44,100,4.59
514,Karlovac,HR,2022-06-12 23:06:20,45.4872,15.5478,68.14,93,0,1.01
515,Xiongzhou,CN,2022-06-12 23:06:21,25.1167,114.3,74.79,99,100,3.04
516,Russell,US,2022-06-12 23:06:21,32.3502,-85.1999,92.01,55,20,4.61
517,Bijar,IR,2022-06-12 23:06:21,35.8668,47.6051,63.14,35,19,4.47
518,Saint-Michel-Des-Saints,CA,2022-06-12 23:06:22,46.6834,-73.9159,59.94,92,96,5.95
519,Kaeo,NZ,2022-06-12 23:06:22,-35.1,173.7833,60.33,77,62,20.24
520,Kurilsk,RU,2022-06-12 23:06:22,45.2333,147.8833,48.54,80,100,9.04
521,Sistranda,NO,2022-06-12 23:06:23,63.7256,8.834,51.76,80,49,25.46
522,Gimli,CA,2022-06-12 23:06:23,50.6336,-96.9907,60.71,93,98,6.22
523,Lincolnton,US,2022-06-12 23:06:24,35.4737,-81.2545,92.59,54,67,1.99
524,Salinopolis,BR,2022-06-12 23:06:24,-0.6136,-47.3561,78.73,83,26,10.4
525,Padang,ID,2022-06-12 23:06:25,-0.9492,100.3543,73.45,78,97,1.9
526,Shar,KZ,2022-06-12 23:06:25,49.5886,81.0453,68.5,53,94,3.67
527,Hasaki,JP,2022-06-12 23:06:26,35.7333,140.8333,68.29,61,100,5.57
528,Dodge City,US,2022-06-12 23:02:36,37.7528,-100.0171,103.69,32,0,11.5
529,Belmopan,BZ,2022-06-12 23:02:38,17.25,-88.7667,89.98,76,61,6.93
530,Yinchuan,CN,2022-06-12 23:06:26,38.4681,106.2731,69.58,16,0,2.77
531,Leh,IN,2022-06-12 23:06:09,34.1667,77.5833,49.64,62,84,3.89
532,Dzaoudzi,YT,2022-06-12 23:06:27,-12.7887,45.2699,75.09,88,0,6.91
533,Manggar,ID,2022-06-12 23:06:27,-2.8833,108.2667,77.83,85,100,0.67
534,Slave Lake,CA,2022-06-12 23:03:47,55.2834,-114.769,62.87,45,91,6.53
535,Marzuq,YE,2022-06-12 23:06:28,14.4,46.4667,81.27,21,100,4.85
536,Siderno,IT,2022-06-12 23:06:28,38.2779,16.302,69.33,73,1,10.25
537,Jacareacanga,BR,2022-06-12 23:03:15,-6.2222,-57.7528,72.73,97,100,2.53
538,Beringovskiy,RU,2022-06-12 23:06:29,63.05,179.3167,43.3,54,79,0.96
539,Rundu,NA,2022-06-12 23:06:29,-17.9333,19.7667,52.5,58,0,5.41
540,Nola,IT,2022-06-12 23:06:30,40.922,14.5329,74.93,58,0,4.65
541,Kenai,US,2022-06-12 23:06:30,60.5544,-151.2583,63.03,83,100,12.66
542,Inirida,CO,2022-06-12 23:06:31,3.8653,-67.9239,70.2,99,100,0.83
543,Swellendam,ZA,2022-06-12 23:06:32,-34.0226,20.4417,59.31,48,100,5.21
544,Ahmadnagar,IN,2022-06-12 23:06:32,19.0833,74.7333,75.04,77,31,10.67
545,Husavik,IS,2022-06-12 23:06:33,66.0449,-17.3389,43.18,92,100,4.54
546,Pocone,BR,2022-06-12 23:06:33,-16.2567,-56.6228,61.93,53,98,5.01
547,Aswan,EG,2022-06-12 23:06:34,24.0934,32.907,92.25,20,0,16.82
548,Maumere,ID,2022-06-12 23:06:34,-8.6199,122.2111,77.85,77,89,7.92
549,Ternate,ID,2022-06-12 23:07:34,0.8,127.4,81.0,78,100,3.87
